,id_movie,department,gender,job,name,id
276948,77776,Directing,0,Director,Pascal Thomas,146717
276951,152584,Directing,2,Director,Abdellatif Kechiche,17458
277009,97006,Directing,2,Director,Tyler Perry,80602
277019,138202,Directing,1,Director,Jenny Deller,171949
277040,122089,Directing,2,Director,Olivier Assayas,21678
277048,51947,Directing,2,Director,Michael Anderson,20412
277075,128081,Directing,2,Director,Jason Lapeyre,1086386
277081,188761,Directing,1,Director,Lucía Puenzo,69309
277083,222759,Directing,2,Director,Víctor Laplace,1017581
277084,222759,Directing,0,Director,Dieguillo Fernández,1208241
277085,210940,Directing,2,Director,Jack Shea,190793
277097,192160,Directing,0,Director,Lisa Arnold,78199
277105,167032,Directing,2,Director,Don Mancini,65677
277154,97790,Directing,2,Director,David DeCoteau,97618
277158,21381,Directing,0,Director,Emmanuel Kervyn,87484
277159,196355,Directing,0,Director,Stephen Frears,3224
277162,37087,Directing,2,Director,Joseph M. Newman,12327
277168,102420,Directing,0,Director,Joe Zerull,1030559
277173,1803,Directing,0,Director,Robert Vincent O'Neill,8956
277186,49393,Directing,2,Director,Jeff Zimbalist,550045
277187,49393,Directing,0,Director,Matt Mochary,1183971
277188,161073,Directing,0,Director,Edouard Deluc,1143378
277194,65481,Directing,1,Director,Helma Sanders-Brahms,56203
277206,209262,Directing,0,Director,Peter Landesman,1192754
277230,128089,Directing,2,Director,Andrzej Jakimowski,591420
277235,159008,Directing,0,Director,Jacob Kornbluth,1052930
277237,423078,Directing,0,Director,Tapio Suominen,1364459
277248,55884,Directing,0,Director,Hideyuki Hirayama,97359
277254,167673,Directing,2,Director,Glenn Withrow,2881
277257,126560,Directing,0,Director,Yılmaz Güney,145352
277259,276123,Directing,0,Director,Dhimitër Anagnosti,1330004
277262,195450,Directing,0,Director,Walter Hugo Khouri,570953
277265,3149,Directing,2,Director,William Beaudine,30833
277281,190754,Directing,2,Director,Erik Matti,1041223
277284,45725,Directing,2,Director,Andrew Lauer,56979
277286,49162,Directing,2,Director,Sandy Tung,231756
277290,34461,Directing,2,Director,William Sterling,254520
277292,109451,Directing,2,Director,Cody Cameron,12095
277293,109451,Directing,0,Director,Kris Pearn,1046494
277322,218381,Directing,2,Director,Tony Giglio,42712
277330,81435,Directing,0,Director,Ahmad Abdalla,931867
277344,86004,Directing,0,Director,Reema Kagti,564557
277366,78250,Directing,2,Director,Ray Dennis Steckler,138076
277375,53776,Directing,0,Director,Gérald Hustache-Mathieu,114763
277377,253120,Directing,2,Director,Adam Brooks,16328
277399,10598,Directing,2,Director,Chris Fisher,65817
277401,81626,Directing,0,Director,Alison Bagnall,57719
277404,208968,Directing,0,Director,Marcus Raboy,65133
277407,100461,Directing,2,Director,Nagisa Ōshima,46230
277410,14143,Directing,2,Director,Michael Bafaro,141197
277428,109424,Directing,2,Director,Paul Greengrass,25598
277497,97397,Directing,0,Director,Michael Kloft,141199
277498,4479,Directing,2,Director,Glenn A. Jordan,30038
277504,198287,Directing,0,Director,John Huddles,91382
277539,210708,Directing,2,Director,Satoshi Miki,128476
277543,113364,Directing,0,Director,John Pilger,1187602
277546,113364,Directing,0,Director,Sean Crotty,1292844
277550,115442,Directing,2,Director,Julian Pölsler,48948
277596,62996,Directing,2,Director,James Goldstone,15630
277598,159015,Directing,1,Director,Marta Cunningham,1140474
277599,51985,Directing,2,Director,Paul Sabella,71852
277600,51985,Directing,0,Director,Gary Selvaggio,589595
277602,134472,Directing,2,Director,Greg Swartz,1049755
277612,90645,Directing,0,Director,Teppo Airaksinen,938674
277616,49004,Directing,0,Director,Chad Feehan,56665
277627,119893,Directing,0,Director,Vince Marcello,1066705
277632,197926,Directing,2,Director,Gordon Douglas,51677
277633,56997,Directing,2,Director,John Lands,225332
277635,56997,Directing,2,Director,Russell Appling,225333
277639,56290,Directing,2,Director,Pietro Francisci,223791
277640,17025,Directing,2,Director,Adam Rifkin,50583
277642,47369,Directing,2,Director,Robert Markowitz,27676
277643,75735,Directing,2,Director,Nick Lyon,21825
277648,55539,Directing,0,Director,Ron Link,1417074
277655,128917,Directing,2,Director,Steven Fierberg,63924
277659,106747,Directing,2,Director,Robert Rodriguez,2294
277701,99279,Directing,0,Director,Vaclav Dejcmar,1199012
277702,99279,Directing,0,Director,Misha Votruba,1199013
277714,85889,Directing,2,Director,Jon S. Baird,76965
277727,293109,Directing,0,Director,Risto Jarva,121781
277728,91745,Directing,2,Director,Carlo Carlei,87695
277731,19623,Directing,0,Director,Goldie Behl,1731198
277733,38273,Directing,0,Director,Reginald Le Borg,100793
277735,214100,Directing,2,Director,Dexter Fletcher,974
277748,10006,Directing,0,Director,James M. Hausler,61877
277750,64078,Directing,2,Director,Harold Young,103344
277753,273160,Directing,2,Director,Piers Haggard,32154
277767,175528,Directing,2,Director,David E. Talbert,109692
277781,169642,Directing,1,Director,Katie Graham,966933
277783,169642,Directing,0,Director,Andrew Matthews,1153445
277785,8935,Directing,0,Director,Chung Mong-Hong,56379
277789,115210,Directing,0,Director,Conor McMahon,78545
277808,107846,Directing,0,Director,Mikael Håfström,29605
277897,64076,Directing,0,Director,Reginald Le Borg,100793
277911,172782,Directing,2,Director,Wong Jing,548474
277913,10085,Directing,2,Director,Jason Todd Ipson,63088
277936,139651,Directing,2,Director,Christian Vincent,72005
277938,195423,Directing,0,Director,René Sampaio,1176212
277958,120587,Directing,0,Director,Dean Hewison,1112486
277970,38093,Directing,1,Director,Sanaa Hamri,64140
277975,81708,Directing,0,Director,Çağan Irmak,142857
277981,55370,Directing,2,Director,Louis Malle,15389
277988,121317,Directing,0,Director,Kjell-Åke Andersson,83883
277990,133805,Directing,0,Director,Kimberly Peirce,2836
278059,86816,Directing,2,Director,Robert Aldrich,18392
278072,162903,Directing,2,Director,Bill Condon,15557
278081,159009,Directing,0,Director,Andrea Nix,220518
278082,159009,Directing,2,Director,Sean Fine,436081
278087,173495,Directing,0,Director,Brian Spitz,1156224
278094,29368,Directing,2,Director,Bernard Knowles,3606
278104,74674,Directing,2,Director,Ole Christian Madsen,56195
278108,109091,Directing,2,Director,Ridley Scott,578
278124,56115,Directing,0,Director,Ed Hansen,62826
278126,82407,Directing,0,Director,Glen Coburn,980186
278127,34023,Directing,0,Director,Joel M. Reed,239180
278134,81622,Directing,1,Director,Mila Turajlic,1200398
278136,154795,Directing,0,Director,Francine Rzeznik,1135822
278137,154795,Directing,2,Director,Teodoro Maniaci,32603
278145,152795,Directing,2,Director,Ari Folman,56198
278165,43115,Directing,2,Director,Bert I. Gordon,101225
278181,113194,Directing,0,Director,Ashley Miller,1056719
278186,166879,Directing,0,Director,John Burgess,1163921
278188,194516,Directing,2,Director,Roy Rowland,46307
278191,18167,Directing,1,Director,Anne Goursaud,2873
278198,200390,Directing,2,Director,Lew Landers,82491
278200,191502,Directing,0,Director,Gus Holwerda,1174066
278207,158752,Directing,0,Director,Randy Moore,1140160
278213,3160,Directing,0,Director,Ishirô Honda,18598
278228,58877,Directing,0,Director,Renzo Martens,1209334
278232,39468,Directing,0,Director,Masaaki Tezuka,73189
278233,39264,Directing,0,Director,Jun Fukuda,30561
278241,74008,Directing,0,Director,Chris Peckover,567933
278243,29941,Directing,2,Director,Michael Tuchner,93475
278248,35911,Directing,2,Director,Francis D. Lyon,29324
278258,291907,Directing,0,Director,Teuvo Tulio,1063379
278266,36214,Directing,0,Director,Okihiro Yoneda,1021564
278273,27207,Directing,2,Director,Dean Tschetter,1146538
278293,120771,Directing,0,Director,Vito Trabucco,100362
278297,30478,Directing,2,Director,Norman J. Warren,106381
278312,146015,Directing,2,Director,Richard Ayoade,98103
278321,39466,Directing,0,Director,Kensho Yamashita,1091638
278323,180688,Directing,0,Director,Abe Levy,1169987
278326,180688,Directing,0,Director,Silver Tree,1169988
278346,76203,Directing,2,Director,Steve McQueen,72757
278406,171738,Directing,0,Director,Aaron J. Wiederspahn,1154279
278418,91311,Directing,2,Director,Jim Hemphill,939346
278435,209406,Directing,2,Director,Jeremiah S. Chechik,34682
278447,160118,Directing,2,Director,Călin Peter Netzer,1137536
278452,231038,Directing,0,Director,Yorgos Tsemberopoulos,1266207
278457,157370,Directing,0,Director,John Krokidas,1138699
278461,95006,Directing,2,Director,Leonard Schrader,70280
278463,95006,Directing,0,Director,Sheldon Renan,1029218
278468,28868,Directing,0,Director,Homi Adajania,102234
278486,61820,Directing,0,Director,Hana Makhmalbaf,234408
278488,79378,Directing,0,Director,Aris Hatzistefanou,933198
278489,79378,Directing,0,Director,Katerina Kitidi,933199
278490,73099,Directing,0,Director,Oskari Sipola,568076
278498,115173,Directing,0,Director,Javier van de Couter,1061039
278499,468343,Directing,0,Director,Jack Witikka,1318106
278500,81538,Directing,0,Director,Yaron Zilberman,1075122
278506,214217,Directing,2,Director,Dome Karukoski,88857
278514,153196,Directing,0,Director,Rosa von Praunheim,19864
278515,55651,Directing,0,Director,N.C. Heikin,222864
278517,19241,Directing,0,Director,Marty Weiss,130708
278533,15866,Directing,2,Director,C. B. Harding,118873
278535,160897,Directing,0,Director,Jarret Tarnol,1142953
278537,137193,Directing,0,Director,Jean-Christophe Dessaint,1106974
278544,38221,Directing,0,Director,Ishirô Honda,18598
278546,43015,Directing,0,Director,Ishirô Honda,18598
278549,43015,Directing,0,Director,Jerry A. Baerwitz,1524017
278551,174366,Directing,0,Director,Linda Bloodworth-Thomason,158938
278553,58631,Directing,2,Director,Leonardo Ricagni,240542
278556,87302,Directing,0,Director,Richard W. Haines,107482
278563,58591,Directing,2,Director,Gregg Champion,27236
278565,214671,Directing,0,Director,Joseph Levy,1199382
278588,152747,Directing,0,Director,J.C. Chandor,556172
278616,64077,Directing,2,Director,Wallace Fox,89692
278619,36212,Directing,0,Director,Kunio Miyoshi,1190017
278621,36247,Directing,0,Director,Okihiro Yoneda,1021564
278623,127374,Directing,0,Director,Dante Ariola,127026
278624,103648,Directing,2,Director,Daniel Petrie,40549
278626,65056,Directing,0,Director,Michael J. Weithorn,1213778
278633,42716,Directing,2,Director,Jack Donohue,109452
278637,78235,Directing,2,Director,Harvey Miller,29706
278642,293412,Directing,2,Director,Duncan McLachlan,228286
278648,40221,Directing,2,Director,John McNaughton,9200
278660,50441,Directing,1,Director,Penelope Buitenhuis,130326
278664,82627,Directing,2,Director,Mike Woolf,913688
278678,103195,Directing,0,Director,Martin Witz,1033115
278688,19594,Directing,2,Director,Gary Goldman,12881
278689,19594,Directing,2,Director,Don Bluth,40345
278719,80274,Directing,2,Director,Gavin Hood,13079
278839,37342,Directing,2,Director,Michael Carreras,29664
278845,62039,Directing,2,Director,Paul Ziller,82518
278846,200481,Directing,0,Director,Saschka Unseld,1181281
278847,88274,Directing,0,Director,Alexandru Maftei,937134
278849,210624,Directing,0,Director,Kristina Borjesson,1194295
278851,213121,Directing,0,Director,Angus MacLane,7929
278864,174988,Directing,2,Director,Roy Del Ruth,94218
278875,256396,Directing,2,Director,S. Sylvan Simon,117773
278898,190847,Directing,0,Director,Ruairi Robinson,90508
278928,57725,Directing,2,Director,Caleb Deschanel,8750
278930,187569,Directing,2,Director,Mike Leigh,65452
278932,127929,Directing,0,Director,Peter Navarro,1085935
278935,225975,Directing,2,Director,Jan Verheyen,65470
278948,56949,Directing,2,Director,Alejandro Agresti,21031
278953,4519,Directing,2,Director,Jean Becker,37633
278973,208134,Directing,2,Director,Jeff Tremaine,56578
278981,19658,Directing,2,Director,Abbas Alibhai Burmawalla,87356
278982,19658,Directing,2,Director,Mastan Alibhai Burmawalla,87355
278991,168027,Directing,0,Director,Charles Matthau,122728
279037,76338,Directing,2,Director,Alan Taylor,47005
279062,44005,Directing,2,Director,Michael Pressman,59649
279066,75905,Directing,0,Director,Richard C. Sarafian,21544
279070,460870,Directing,0,Director,Tim Usborne,1141408
279071,460870,Directing,0,Director,John Eastman,1829915
279072,460870,Directing,0,Director,Alex Freeman,1829916
279073,13390,Directing,0,Director,Nolan Lebovitz,239262
279075,39469,Directing,0,Director,Masaaki Tezuka,73189
279085,152532,Directing,2,Director,Jean-Marc Vallée,69371
279114,97434,Directing,2,Director,Michael Hoffman,52405
279151,133200,Directing,2,Director,Choo Chang-min,566365
279154,226632,Directing,0,Director,Lance Bangs,61440
279158,48011,Directing,0,Director,John Srebalus,139829
279159,48011,Directing,0,Director,Jessica Hundley,139830
279160,58166,Directing,0,Director,Sebastian Grobler,227466
279170,55208,Directing,2,Director,Lê Thanh Sơn,556912
279183,44745,Directing,0,Director,Mike Gunther,131413
279213,73500,Directing,2,Director,Rob Hedden,64735
279224,250503,Directing,0,Director,Carter Mays,1285880
279231,194101,Directing,0,Director,Clio Barnard,229604
279245,15709,Directing,0,Director,Pascale Pouzadoux,144812
279251,128129,Directing,2,Director,Julien Temple,22669
279265,66538,Directing,2,Director,Christian Vincent,72005
279266,224746,Directing,0,Director,Karzan Kader,1078043
279268,187022,Directing,0,Director,Jia Zhangke,24011
279276,124075,Directing,2,Director,Markus Imhoof,584146
279284,193212,Directing,2,Director,William A. Graham,83467
279300,16242,Directing,0,Director,Eric Rochant,129433
279301,91325,Directing,0,Director,Elan Gale,939406
279311,144613,Directing,2,Director,Harry Beaumont,145605
279313,156566,Directing,2,Director,George Marshall,19093
279315,265727,Directing,0,Director,Min-Ho Cho,119405
279321,162215,Directing,2,Director,Kevin Macdonald,17350
279334,72890,Directing,1,Director,Shari Springer Berman,72205
279335,72890,Directing,2,Director,Robert Pulcini,72206
279347,172803,Directing,2,Director,Eric Heisserer,115033
279362,189747,Directing,0,Director,Phie Ambo,1136913
279364,123377,Directing,2,Director,Kim Ki-duk,1188
279371,170632,Directing,0,Director,Thaddaeus Scheel,1152804
279378,121565,Directing,2,Director,Eron Sheean,120670
279403,14297,Directing,0,Director,Russell Barnes,91692
279404,42950,Directing,2,Director,Dallas Jenkins,78013
279406,230158,Directing,0,Director,Will Lovelace,128991
279407,230158,Directing,0,Director,Dylan Southern,128992
279409,96924,Directing,2,Director,Jason Woliner,147113
279410,56579,Directing,2,Director,Michael Ferris Gibson,571597
279421,127880,Directing,2,Director,Benjamín Ávila,1085908
279423,52045,Directing,0,Director,Serge Gisquière,145234
279424,85822,Directing,0,Director,Pip Chodorov,932643
279428,61936,Directing,2,Director,Melvin Frank,50567
279430,61936,Directing,2,Director,Norman Panama,50577
279440,121674,Directing,2,Director,Mike Newell,10723
279474,184149,Directing,0,Director,Jason Wise,1184624
279475,135670,Directing,0,Director,Kerry Bellessa,1103518
279485,175574,Directing,2,Director,Jimmy Hayward,8029
279500,12636,Directing,0,Director,Masaaki Tezuka,73189
279505,49186,Directing,0,Director,Ishirô Honda,18598
279520,295045,Directing,0,Director,Emmett Alston,103474
279523,80188,Directing,2,Director,Michael Morrissey,181870
279526,128266,Directing,2,Director,John Gray,35155
279528,59100,Directing,2,Director,David Leaf,116803
279531,184802,Directing,2,Director,Alexander Hall,99667
279532,64458,Directing,2,Director,Márcio Garcia,228041
279543,250610,Directing,2,Director,Carl Colpaert,83142
279544,69056,Directing,0,Director,Lou Kennedy,555644
279545,69056,Directing,0,Director,Brandon Pender,555645
